title,artist,track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, Afrojack, Bebe Rexha, Nicki Minaj",285HeuLxsngjFn4GGegGNm,pop,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979
Elastic Heart,Sia,6kwAbEjseqBob48jCus7Sz,pop,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075
Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Wanz",1CmUZGtH29Kx36C1Hleqlz,pop,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992
Worth It (feat. Kid Ink),"Fifth Harmony, Kid Ink",41Fflg7qHiVOD6dEPvsCzO,pop,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987
Drag Me Down,One Direction,2K87XMYnUMqLcX3zvtAF4G,pop,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113
Hymn for the Weekend - Seeb Remix,"Coldplay, Seeb",6s3GEN8wK0OMzzzZbXj0fu,pop,0.565,0.849,0,-3.516,0,0.0517,0.00868,4.68e-06,0.12,0.427,102.034
Hymn for the Weekend,Coldplay,3RiPr603aXAoi4GHyXx0uy,pop,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027
Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",5PUvinSo4MNqW7vmomGRS7,pop,0.861,0.504,7,-7.707,1,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0
Jumpman,"Drake, Future",27GmP9AWRs744SzKcpJsTZ,pop,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079
Don't,Ed Sheeran,1huvTbEYtgltjQRXzrNKGi,pop,0.806,0.608,1,-7.008,1,0.0659,0.0113,0.0,0.635,0.849,95.049
Adventure of a Lifetime,Coldplay,69uxyAqqPIsUyTO8txoP2M,pop,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995
Locked out of Heaven,Bruno Mars,1qCdYQdkWvm4cYXAuOlbyc,pop,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994
Roar,Katy Perry,27tNWlhdAryQY04Gb2ZhUI,pop,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003
Hey Brother,Avicii,4lhqb6JvbHId48OUJGwymk,pop,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014
Heroes (we could be),"Alesso, Tove Lo",05XtssRLI22p8wLFIr7Vrl,pop,0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.343,0.356,125.896
"Hold On, We're Going Home","Drake, Majid Jordan",6jdOi5U5LBzQrc4c1VT983,pop,0.773,0.414,6,-7.436,0,0.0961,0.00411,3.4e-05,0.0733,0.289,99.993
We Found Love,"Rihanna, Calvin Harris",0U10zFw4GlBacOy9VDGfGL,pop,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985
Budapest,George Ezra,48gsLPdOUEDjr7P8Wvykne,pop,0.706,0.247,5,-17.961,1,0.0311,0.261,0.0,0.103,0.424,127.812
Sail,AWOLNATION,7ueP5u2qkdZbIPN2YA6LR0,pop,0.826,0.436,1,-9.583,1,0.0558,0.441,0.615,0.0964,0.272,119.051
Ho Hey,The Lumineers,1K3LRUEcUz5FMtPYyg0F45,pop,0.682,0.471,0,-9.182,1,0.0301,0.765,0.0,0.0908,0.421,79.907
Gold,Kiiara,6ZSO7kPn8IMJFymyticbJO,pop,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049
679 (feat. Remy Boyz),"Fetty Wap, Remy Boyz",5NQbUaeTEOGdD6hHcre0dZ,pop,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05
Hands To Myself,Selena Gomez,3CJvmtWw2bJsudbAC5uCQk,pop,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016
One Last Time,Ariana Grande,7xoUc6faLbCqZO6fQEYprd,pop,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026
Send My Love (To Your New Lover),Adele,563SfWAHJs4FBZMkRN0IFN,pop,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069
Somebody That I Used To Know,"Gotye, Kimbra",1qDrWA6lyx8cLECdZE7TV7,pop,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059
When I Was Your Man,Bruno Mars,0nJW01T7XtvILxQgC5J7Wh,pop,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795
Marvin Gaye (feat. Meghan Trainor),"Charlie Puth, Meghan Trainor",3MWGlCKyH4nILtXRnE9gd7,pop,0.795,0.616,1,-5.281,0,0.06,0.417,0.0,0.349,0.815,110.015
Hall of Fame (feat. will.i.am),"The Script, will.i.am",7wMq5n8mYSKlQIGECKUgTX,pop,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786
Mirrors,Justin Timberlake,4rHZZAmHpZrA3iH5zx8frV,pop,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,"Daft Punk, Pharrell Williams, Nile Rodgers",2Foc5Q5nqNiosCNqttzHof,pop,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047
Bitch Better Have My Money,Rihanna,0NTMtAO2BV4tnGvw9EgBVq,pop,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99
Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess",1mKXFLRA179hdOWQBwUk9e,pop,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002
The Nights,Avicii,0ct6r3EGTcMLPtrXHDvVjc,pop,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983
"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg, Wiz Khalifa, Bruno Mars",2g7uRZ68eLtv74XrxgdT2q,pop,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078
Call Me Maybe,Carly Rae Jepsen,20I6sIOMTCkB6w7ryavxtO,pop,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021
Little Talks,Of Monsters and Men,2ihCaVdNZmnHZWt0fvAM7B,pop,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961
Lay It All on Me (feat. Ed Sheeran),"Rudimental, Ed Sheeran",6splO3UF8hSmK33y5fJTNk,pop,0.669,0.747,6,-7.108,1,0.0428,0.141,0.0,0.185,0.483,122.531
Here,Alessia Cara,664gdARxaClFsoF5SXKOws,pop,0.376,0.822,0,-3.974,1,0.104,0.0783,0.0,0.0841,0.327,120.493
Dangerous Woman,Ariana Grande,3nef5W8jTkXrOKgCu4kmq7,pop,0.662,0.602,4,-5.369,0,0.0401,0.0529,0.0,0.356,0.29,133.969
We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",5rgy6ghBq1eRApCkeUdJXf,pop,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086
Centuries,Fall Out Boy,04aAxqtGp5pv12UXAg4pkq,pop,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042
We Can't Stop,Miley Cyrus,2y4lAQpi5VTNLu2ldeTdUH,pop,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",7pYfyrMNPn3wtoCyqcTVoI,pop,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044
The A Team,Ed Sheeran,1VdZ0vKfR5jneCmWIUAMxK,pop,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996
Controlla,Drake,3O8NlPh2LByMU9lSRSHedm,pop,0.59,0.468,10,-11.083,0,0.185,0.0789,0.0,0.101,0.349,92.287
Drunk in Love (feat. Jay-Z),"Beyoncé, JAY-Z",6jG2YzhxptolDzLHTGLt7S,pop,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03
Pumped Up Kicks,Foster The People,7w87IxuO7BDcJ3YUqCyMTT,pop,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975
7/11,Beyoncé,02M6vucOvmRfMxTXDUwRXu,pop,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024
The Scientist,Coldplay,75JFxkI2RXiU7L9VXzMkle,pop,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277
Fix You,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,pop,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178
Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor, John Legend",2YlZnw2ikdb837oKMKjBkW,pop,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038
Viva La Vida,Coldplay,4zOfy9kqJlG0ZXvcaSh4gv,pop,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015
Passionfruit,Drake,5mCPDVBb16L4XQwDdbRUpz,pop,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98
Broccoli (feat. Lil Yachty),"Shelley FKA DRAM, Lil Yachty",7yyRTcZmCiyzzJlNzGC9Ol,pop,0.886,0.525,8,-7.39,1,0.131,0.236,0.0,0.057,0.708,145.99
My Way,Calvin Harris,1vvNmPOiUuyCbgWmtc6yfm,pop,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986
Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,pop,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943
Midnight City,M83,6GyFP1nfCDB8lbD2bG0Hq9,pop,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013
Treasure,Bruno Mars,55h7vJchibLdUkxdlX3fK7,pop,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017
I Don't Fuck With You,"Big Sean, E-40",7FYH5AW3bVfZHJIQpq3UOA,pop,0.824,0.733,1,-5.474,1,0.0613,0.0362,0.0,0.325,0.395,97.972
I Love It (feat. Charli XCX),"Icona Pop, Charli XCX",3VZQshi4COChhXaz7cLP02,pop,0.714,0.905,8,-2.663,1,0.0289,0.00855,2.55e-05,0.146,0.838,125.927
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar",4X5f3vT8MRuXF68pfjNte5,pop,0.853,0.693,1,-6.87,1,0.275,0.0239,0.0,0.11,0.662,95.967
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",6PUIzlqotEmPuBfjbwYWOB,pop,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052
Paradise,Coldplay,6nek1Nin9q48AVZcWs9e9D,pop,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631
Vem Dancar Kuduro,"Lucenzo, Big Ali",6ku3i5WNrsY3qhOq6ua9TL,pop,0.327,0.941,1,-3.294,1,0.353,0.0231,0.0,0.0636,0.707,129.738
Skinny Love,Birdy,6k8kLJFmWkHaTbSLUhJ3H0,pop,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467
Capsize,"FRENSHIP, Emily Warren",2XMTqoHHSH0lvuXrvIEdco,pop,0.683,0.708,5,-6.244,0,0.0305,0.0398,0.155,0.686,0.355,92.991
Some Nights,fun.,67WTwafOMgegV6ABnBQxcE,pop,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938
Story of My Life,One Direction,4nVBt6MZDDP6tRVdQTgxJg,pop,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07
Rap God,Eminem,7xB3TwyZMOnKcF50RIXh5b,pop,0.708,0.843,7,-2.66,1,0.314,0.397,0.0,0.799,0.625,148.14
Final Song,MØ,4qqArAiTPueDxIp7cf87h7,pop,0.695,0.672,1,-6.109,0,0.0345,0.014,7.95e-05,0.0756,0.245,104.988
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign",4dASQiO1Eoo3RJvt74FtXB,pop,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021
Under Control (feat. Hurts),"Calvin Harris, Alesso, Hurts",4J7CKHCF3mdL4diUsmW8lq,pop,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094
Low Life (feat. The Weeknd),"Future, The Weeknd",7EiZI6JVHllARrX9PUvAdX,pop,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961
Feel So Close - Radio Edit,Calvin Harris,1gihuPhrLraKYrJMAEONyc,pop,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937
Hey Ya!,Outkast,2PpruBYCo4H7WOBJ7Q2EwM,pop,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526
I Will Wait,Mumford & Sons,5PRRthP9SLfbXB359MfIWv,pop,0.486,0.769,1,-5.14,1,0.0341,0.0119,0.00832,0.197,0.393,131.286
Yellow,Coldplay,3AJwUDP919kvQ9QcozQPxg,pop,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372
Intro,The xx,2usrT8QIbIk9y0NEtQwS4j,pop,0.617,0.778,9,-8.872,0,0.027,0.459,0.925,0.128,0.152,100.363
Home,Edward Sharpe & The Magnetic Zeros,0cBPuDA3xUjR4Vh9o7CKy8,pop,0.541,0.591,2,-6.688,1,0.0336,0.289,0.000431,0.124,0.116,111.676
Californication,Red Hot Chili Peppers,34KTEhpPjq6IAgQg2yzJAL,pop,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,4LloVtxNZpeh7q7xdi1DQc,pop,0.315,0.296,5,-13.262,1,0.0315,0.771,0.0,0.702,0.435,173.509
The Greatest (feat. Kendrick Lamar),"Sia, Kendrick Lamar",7xHWNBFm6ObGEQPaUxHuKO,pop,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944
No Role Modelz,J. Cole,68Dni7IE4VyPkTOH9mRWHr,pop,0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028
All We Know,"The Chainsmokers, Phoebe Ryan",2rizacJSyD9S1IQUxUxnsK,pop,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0
Mercy,Shawn Mendes,0AS63m1wHv9n4VVRizK6Hc,pop,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128
Say Something,"A Great Big World, Christina Aguilera",6Vc5wAMmXdKIAM7WUoEb7N,pop,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284
Let It Go,James Bay,40EB7ABUO6MoWMUwPKptJ7,pop,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464
Solo Dance,Martin Jensen,1H3OGagCLSPueat8Hfg6ua,pop,0.746,0.846,9,-2.432,1,0.048,0.0485,0.0,0.195,0.403,114.955
Scars To Your Beautiful,Alessia Cara,42ydLwx4i5V49RXHOozJZq,pop,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Frank Ocean, Migos",6gpcs5eMhJwax4mIfKDYQk,pop,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066
Scared to Be Lonely,"Martin Garrix, Dua Lipa",3ebXMykcMXOcLeJ9xZ17XH,pop,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972
iSpy (feat. Lil Yachty),"KYLE, Lil Yachty",2EEeOnHehOozLq4aS0n6SL,pop,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016
Location,Khalid,152lZdxL1OR0ZMW6KquMif,pop,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126
Weak,AJR,3BuLtAmXKy5uQYl4ED1zBT,pop,0.673,0.637,5,-4.518,1,0.0429,0.137,0.0,0.184,0.678,123.98
Sign of the Times,Harry Styles,5Ohxk2dO5COHF1krpoPigN,pop,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972
Redbone,Childish Gambino,0wXuerDYiBnERgIpbb3JBR,pop,0.743,0.344,1,-11.174,1,0.118,0.169,0.00879,0.103,0.577,160.15
DNA.,Kendrick Lamar,6HZILIRieu8S0iqY8kIKhj,pop,0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913
Bad Things (with Camila Cabello),"Machine Gun Kelly, Camila Cabello",1PSBzsahR2AKwLJgx8ehBj,pop,0.697,0.691,2,-4.757,1,0.146,0.214,0.0,0.185,0.305,137.853
Strip That Down (feat. Quavo),"Liam Payne, Quavo",29JrmE89KgRyCxBIzq2Ocw,pop,0.873,0.495,6,-5.446,1,0.0518,0.199,0.0,0.0805,0.546,106.033
Wild Thoughts (feat. Rihanna & Bryson Tiller),"DJ Khaled, Rihanna, Bryson Tiller",1OAh8uOEOvTDqkKFsKksCi,pop,0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979
Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert",4Km5HrUvYTaSUfiSGPJeQR,pop,0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079
Chasing Cars,Snow Patrol,5GuZz08qie5efPtqsQFsdT,pop,0.559,0.603,9,-4.594,1,0.0275,0.208,3.71e-05,0.105,0.104,104.005
Bounce Back,Big Sean,0SGkqnVQo9KPytSri1H6cF,pop,0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502
How to Save a Life,The Fray,5fVZC9GiM4e8vu99W0Xf6J,pop,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Pharrell Williams, Katy Perry, Big Sean, Funk Wav",5bcTCxgc7xVfSaMV3RuVke,pop,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018
No Promises (feat. Demi Lovato),"Cheat Codes, Demi Lovato",1louJpMmzEicAn7lzDalPW,pop,0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956
Pretty Girl - Cheat Codes X CADE Remix,"Maggie Lindemann, Cheat Codes, CADE",1NDxZ7cFAo481dtYWdrUnR,pop,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03
Go Flex,Post Malone,5yuShbu70mtHXY0yLzCQLQ,pop,0.665,0.498,5,-8.185,1,0.0832,0.228,0.0,0.0757,0.127,81.967
All Star,Smash Mouth,3cfOd4CMv2snFaKAnMdnvK,pop,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019
Candy Paint,Post Malone,32lItqlMi4LBhb4k0BaSaC,pop,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064
Bodak Yellow,Cardi B,2771LMNxwf62FTAdpJMQfM,pop,0.929,0.723,11,-5.792,0,0.109,0.0672,0.0,0.346,0.458,125.022
Gucci Gang,Lil Pump,43ZyHQITOjhciSUUNPVRHc,pop,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889
Bank Account,21 Savage,2fQrGHiQOvpL9UgPvtYy6G,pop,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016
Wolves,"Selena Gomez, Marshmello",0tBbt8CrmxbjRP0pueQkyU,pop,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987
LOVE. FEAT. ZACARI.,"Kendrick Lamar, Zacari",6PGoSes0D9eUDeeAafB2As,pop,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058
Look What You Made Me Do,Taylor Swift,1P17dC1amhFzptugyAO7Il,pop,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07
Mama,"Jonas Blue, William Singe",0NiXXAI876aGImAd6rTj8w,pop,0.739,0.792,11,-4.256,0,0.0418,0.091,0.0,0.0516,0.547,104.016
Perfect Strangers,"Jonas Blue, JP Cooper",5bZtRlMBU76vHuDOb1GM5u,pop,0.739,0.833,1,-5.012,1,0.0463,0.35,0.0,0.266,0.699,117.99
Chantaje (feat. Maluma),"Shakira, Maluma",6mICuAdrwEjh6Y6lroV2Kg,pop,0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034
Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean",3ZFTkvIE7kyPt6Nu3PEa7V,pop,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024
Bailando - Spanish Version,"Enrique Iglesias, Descemer Bueno, Gente De Zona",637bsehtpL2oJruOEL6lZ7,pop,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017
Slow Hands,Niall Horan,2cOUlop2ZakjOKe4WinesN,pop,0.735,0.425,0,-6.648,1,0.0464,0.011,0.0,0.055,0.848,85.896
Escápate Conmigo (feat. Ozuna),"Wisin, Ozuna",1KSqYYJFyfTecXFk9M0prc,pop,0.744,0.859,11,-3.166,1,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977
BUTTERFLY EFFECT,Travis Scott,2cYqizR4lgvp4Qu6IQ3qGN,pop,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958
Glorious (feat. Skylar Grey),"Macklemore, Skylar Grey",0CokSRCu5hZgPxcZBaEzVE,pop,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994
"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",5Gu0PDLN4YJeW75PpBSg9p,pop,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07
Reggaetón Lento (Bailemos),CNCO,3AEZUABDXNtecAOSC1qTfo,pop,0.761,0.838,4,-3.073,0,0.0502,0.4,0.0,0.176,0.71,93.974
Otra vez (feat. J Balvin),"Zion & Lennox, J Balvin",3QwBODjSEzelZyVjxPOHdq,pop,0.832,0.772,10,-5.429,1,0.1,0.0559,0.000486,0.44,0.704,96.016
Party In The U.S.A.,Miley Cyrus,3E7dfMvvCLUddWissuqMwr,pop,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021
Wrecking Ball,Miley Cyrus,2vwlzO0Qp8kfEtzTsCXfyE,pop,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964
Your Song,Rita Ora,4c2W3VKsOFoIg2SFaO6DY5,pop,0.855,0.624,1,-4.093,1,0.0488,0.158,0.0,0.0513,0.962,117.959
Friends (with BloodPop®),"Justin Bieber, BloodPop®",7iNIg7XDEaYECfWD5dJ9Va,pop,0.743,0.735,8,-5.337,1,0.0382,0.00389,0.0,0.304,0.631,104.979
Dusk Till Dawn (feat. Sia) - Radio Edit,"ZAYN, Sia",1j4kHkkpqZRBwE0A4CN4Yv,pop,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042
Please Don't Go,Joel Adams,3cNjgVBKTJ1SvKhunrCdVy,pop,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264
Slippery (feat. Gucci Mane),"Migos, Gucci Mane",6p8NuHm8uCGnn2Dtbtf7zE,pop,0.92,0.675,1,-5.661,0,0.263,0.307,0.0,0.104,0.749,141.967
When We Were Young,Adele,6O5TrlFWTYvznd9fMC0VvU,pop,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361
Water Under the Bridge,Adele,2DRMuw0U0QbkVQxWxdJV3M,pop,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.4e-06,0.105,0.538,94.963
Rolling in the Deep,Adele,4OSBTYWVwsQhGLF9NHvIbR,pop,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948
Happier,Ed Sheeran,2RttW7RAu5nOAfq6YFvApB,pop,0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792
Let You Down,NF,52okn5MNA47tk87PeZJLEL,pop,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997
Criminal,"Natti Natasha, Ozuna",6Za3190Sbw39BBC77WSS1C,pop,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997
Don't,Bryson Tiller,3pXF1nA74528Edde4of9CC,pop,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991
Welcome To The Jungle,Guns N' Roses,0bVtevEgtDIeRjCJbK3Lmv,pop,0.447,0.954,8,-8.069,1,0.0751,0.0235,0.403,0.298,0.331,123.453
Sweet Dreams (Are Made of This) - Remastered,"Eurythmics, Annie Lennox, Dave Stewart",1TfqLAPs4K3s2rJMoCokcS,pop,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135
Sweet Home Alabama,Lynyrd Skynyrd,7e89621JPkKaeDSTQ3avtg,pop,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798
It Wasn't Me,"Shaggy, Rik Rok",3WkibOpDF7cQ5xntM1epyf,pop,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759
Him & I (with Halsey),"G-Eazy, Halsey",5k38wzpLb15YgncyWdTZE4,pop,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908
Eye of the Tiger,Survivor,2HHtWyy5CgaQbC7XSoOb0e,pop,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965
Échame La Culpa,"Luis Fonsi, Demi Lovato",2hl6q70unbviGo3g1R7uFx,pop,0.733,0.892,0,-3.641,1,0.0417,0.0376,0.0,0.137,0.675,95.989
Nice For What,Drake,3CA9pLiwRIGtUBiMjbZmRw,pop,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372
Look Alive (feat. Drake),"BlocBoy JB, Drake",4qKcDkK6siZ7Jp1Jb4m0aL,pop,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022
